Frame,FPS
0,1.8340734249603936
1,15.451251409078518
2,25.636771492313805
3,26.75041136778193
4,27.551328200951154
5,24.997937849403407
6,22.46715875855715
7,26.246880514636864
8,29.4703175171968
9,19.230399618537604
10,29.410390357120317
11,26.873299717447157
12,28.568050239071503
13,28.984603477347488
14,26.315715504693067
15,24.90280061985311
16,25.714257687969003
17,28.57038540659101
18,31.24877256505964
19,28.165758990027868
20,27.46221436521967
21,24.92810954735641
22,27.494978629677217
23,30.304569921606877
24,26.24556661034979
25,18.18226902085564
26,23.847396819440416
27,23.193196270777808
28,26.316045726619066
29,25.311568008593483
30,29.19137267456832
31,27.014536812206543
32,24.09425605615841
33,25.75388828510202
34,25.96690295619873
35,25.906437227458586
36,27.77574401017178
37,25.972369977274276
38,26.85024742175647
39,25.971565859216327
40,28.54860534447787
41,27.02759269521735
42,26.24261080661711
43,29.40564794301579
44,18.869631722437667
45,32.71585909956008
46,24.387331600644234
47,28.983001188534786
48,23.809762771132895
49,24.69823697754119
50,25.15264401453638
51,26.006187957663954
52,28.708249772417712
53,24.209686635997897
54,32.80926790728964
55,26.658768344848188
56,25.64319776968037
57,26.349275353214267
58,15.0014091861771
59,10.068955583616207
60,13.030928347515946
61,20.671269806066878
62,24.6976552471353
63,24.959112629204924
64,22.129326354887727
65,27.322142098714767
66,29.211093003496163
67,25.31095702759624
68,27.027244374565043
69,22.107747692664493
70,28.98760824642519
71,29.40564794301579
72,29.414928010884278
73,25.55616892414743
74,26.2058830879964
75,25.31340112857962
76,25.579703604317864
77,15.432093042080128
78,23.25582323750381
79,24.81792630900043
80,21.991369773233714
81,14.60956554147959
82,22.688224507348526
83,18.35276409174842
84,18.15275950418946
85,22.65379048112861
86,21.45303333316284
87,19.745613580833925
88,27.39817228112119
89,11.87290066720073
90,21.950283124522457
91,15.719012105085636
92,17.557543461607693
93,20.19103552190092
94,24.382369696899232
95,21.971785536551508
96,14.889945222889235
97,22.091213137894165
98,22.606659695796996
99,13.153236327145008
100,20.034410451147572
101,19.1550469022588
102,23.614715056245565
103,19.804070069408375
104,25.461997960273905
105,19.657513509460138
106,24.23738666635847
107,19.36330103272687
108,22.601299723027513
109,20.4465547078753
110,20.990516417357707
111,13.350853068500127
112,22.085745879627193
113,16.048056504654518
114,23.31503026731963
115,21.9202274437662
116,16.449799196787147
117,20.407755747475978
118,22.46956596273558
119,19.188346920662806
120,20.46730787060758
121,20.40825223822499
122,24.039707922097275
123,16.904064096983767
124,22.43219219476192
125,18.845299126097995
126,21.927561689669595
127,20.61569313646462
128,22.706525622841305
129,20.61528782636049
130,21.73811461178458
131,21.289262238915818
132,22.20830024038716
133,22.468964113333083
134,22.115674415906945
135,22.32164467837129
136,18.51969727743975
137,22.468964113333083
138,23.253889227698618
139,21.824758951197047
140,18.872008998875142
141,19.971734948479135
142,20.716499886398434
143,22.434471913477893
144,21.40245850193649
145,25.42911707822797
146,18.93291804906674
147,24.23640629153232
148,21.835439149968504
149,19.4561757515876
150,22.3081104368222
151,13.069299032804865
152,21.501753234769414
153,20.72981041061226
154,20.91932628092908
155,20.456926025820486
156,20.781267496073447
157,22.016534825491977
158,22.14486570962445
159,21.658081173190126
160,20.827394430540657
161,23.80962761126249
162,15.430787229502528
163,14.924967796573982
164,22.13785277336472
165,21.588186548765485
166,24.686316978999905
167,19.231281350585515
168,21.297045337991197
169,22.01491699077792
170,21.50450926206016
171,21.73777662606893
172,22.705788094670968
173,20.83308415578481
174,19.741245575721063
175,20.25363008175229
176,22.26512368616626
177,22.978206799829074
178,19.99973297475658
179,22.292341217114004
180,21.612102724761943
181,22.24174612096851
182,20.361292076468246
183,20.663428284281366
184,20.834118985292
185,20.884431918898194
186,26.34877877173585
187,25.349659732379212
188,20.61640246749736
189,23.80800581250142
190,20.818607329167268
191,24.183165262714844
192,20.00517025102427
193,21.40234929123251
194,20.27614945445932
195,21.276842692639374
196,23.777233560090703
197,18.359271110099492
198,22.187271544268174
199,21.737889286806357
200,20.1982307362622
201,27.021846552290633
202,27.614816375439474
203,19.13494771802405
204,22.610559454884584
205,25.304696172595204
206,18.86657610406902
207,23.20744089281861
208,22.913433488118
209,19.044847956482453
210,21.158454949478642
211,24.752896185828018
212,21.201342553277527
213,21.55700834669627
214,20.388213219782035
215,20.509241692256538
216,13.854384261186093
217,22.530156206355688
218,27.483808400498003
219,26.127688733017298
220,26.98429568629974
221,22.736189335255887
222,18.53532902906486
223,17.240502790999745
224,27.39369873034119
225,26.31621084068992
226,19.942298000209203
227,20.103067484662578
228,23.120322801137743
229,24.153363316498996
230,21.162191344009525
231,17.943776818526015
232,15.908968154025883
233,21.977772304983677
234,25.646490525427563
235,24.92677621608772
236,24.717303805151715
237,23.47803501858403
238,20.997977451589
239,24.387331600644234
240,26.662666073358338
241,17.418133645624394
242,23.529665200610356
243,30.67693545437923
244,28.1676505154293
245,30.12045873997314
246,27.563096779281203
247,32.78592980536231
248,27.0206279875794
249,28.57038540659101
250,27.793413292691007
251,27.024806381361064
252,28.56571545324525
253,28.17427285551152
254,30.300191439407623
255,27.024806381361064
256,28.972390497965726
257,15.857841765786748
258,28.962987515191692
259,28.47611547130869
260,26.20260882602829
261,29.604274451400702
262,27.028115193030164
263,25.31752661950407
264,31.997558780000304
265,31.919878844148826
266,26.18951995604176
267,26.893114989548735
268,27.030553783294344
269,26.531283011468222
270,32.031769791205264
271,27.52348579303104
272,31.163794960955205
273,30.304350967443607
274,25.70937153294962
275,24.67978040470965
276,26.040417460839766
277,25.81269001169303
278,27.028811888206523
279,26.311588429762434
280,30.186358827466588
281,28.921048639554286
282,28.39918478444861
283,31.737762475880594
284,32.886184726360355
285,26.91624098364864
286,28.51250815749402
287,28.320182575639926
288,25.3685184625155
289,29.368380514924695
290,17.859577856409864
291,25.68921608858891
292,27.575781881775924
293,25.364989900700298
294,28.82148329863187
295,27.031773243448782
296,21.395034712126545
297,26.312413741185917
298,31.870400060787965
299,26.657921163355326
300,29.02311162777824
301,26.77722377216111
302,29.472802524049442
303,27.779055289162052
304,25.263543385816337
305,27.054789395600853
306,28.570190794716872
307,28.9601878063937
308,27.77997522899929
309,32.996396935034696
310,29.839954467842915
311,26.288006417970315
312,27.36653095312663
313,27.393519818695996
314,25.921807596751666
315,30.196573074154067
316,28.56260299906024
317,24.095086544151016
318,29.04401296291167
319,19.279812823777633
320,26.428304086197663
321,30.006681976548695
322,26.31422960857754
323,26.973536466941486
324,24.43635007748686
325,27.772617415890295
326,24.872822155013935
327,28.452548604610147
328,27.781815291475958
329,27.33496262407049
330,27.80465233445366
331,28.39918478444861
332,25.31508172183192
333,28.567466506834855
334,29.407297304877023
335,28.08522719663591
336,28.461236759427017
337,25.316762538253066
338,29.28533325885688
339,26.695927797650114
340,26.365673049119323
341,27.555491318087153
342,17.3402182046692
343,25.463852934748296
344,22.32782364746528
345,27.154101629516454
346,30.164866303237776
347,26.10573487856796
348,32.238086453913795
349,29.415546890341403
350,25.80776638096
351,24.304661242843565
352,21.698865987914907
353,26.288006417970315
354,20.832256366192006
355,19.715634107361097
356,23.813953488372093
357,16.98023164960265
358,23.744389846244424
359,24.33060305821751
360,20.379693695094456
361,25.762588602385662
362,29.00003457073518
363,19.938695569499906
364,24.19613951288175
365,28.31788812746852
366,18.475563719336268
367,27.027766858910333
368,24.38591370779723
369,26.64606627363285
370,27.02689606289065
371,25.81443755808443
372,27.03456099416034
373,32.84420882829691
374,20.497715310595584
375,20.23936111178131
376,26.65097630560621
377,32.25196850393701
378,26.08235806230956
379,26.658429465789556
380,29.185888247164428
381,14.655047833348474
382,24.892602791757668
383,30.157275256864704
384,29.800943557096573
385,28.573694214144112
386,25.31706816521902
387,30.299972548509672
388,27.44262917187367
389,28.918655800548823
390,25.966099176623537
391,27.771881848940918
392,25.310040611403778
393,33.834582341790025
394,31.242255178732375
395,25.970279373885475
396,28.321329939161494
397,31.9595239183773
398,31.740164213553292
399,25.4089367064069
400,28.565131816417292
401,28.158384467688013
402,27.031250604195534
403,27.36278174642007
404,30.073809575024917
405,26.317036442124284
406,27.226016682353706
407,27.02672191042006
408,27.023065226915445
409,28.77797827742595
410,15.775592106005499
411,24.09356402656189
412,32.67304396597389
413,29.207838330942465
414,28.978395594829312
415,30.303037308903853
416,25.73697903882971
417,29.204381035935356
418,26.69049164471256
419,25.876230018939978
420,29.055883840308134
421,28.213692806500653
422,26.970414429476257
423,26.320174200066518
424,28.40341574738097
425,25.68591235333023
426,32.25792161447117
427,27.021672464888546
428,27.397456414812105
429,28.569606975001705
430,27.37099563427065
431,28.367108982943094
432,26.843373802407665
433,32.77209651206401
434,25.50007903600394
435,28.571553133514985
436,30.869069873559326
437,26.319513557269346
438,28.327833422259445
439,28.161409445541096
440,27.777399550984455
441,27.635194433829245
442,32.77414515221604
443,18.871669351282765
444,38.45339445335778
445,15.439023223113422
446,38.582858824936295
447,37.7172044171073
448,36.73188716754096
449,19.702760723227748
450,23.526101759562046
451,31.25389527648825
452,31.73896329928112
453,33.32462538335638
454,33.34078425449718
455,31.005300235812445
456,31.728639186643772
457,32.19132263437023
458,31.301009709027678
459,28.495461709875535
460,26.309772926859868
461,26.33240207680669
462,26.87605487597798
463,24.80574382267012
464,22.716117850953207
465,24.387757000651224
466,25.19933912103097
